tanggal,kode_prov,nama_prov,SUSPECT,suspect_diisolasi,suspect_discarded,CLOSECONTACT,closecontact_dikarantina,closecontact_discarded,probable_discarded,probable_diisolasi,probable_meninggal,CONFIRMATION,confirmation_diisolasi,confirmation_selesai,confirmation_meninggal,suspect_meninggal_harian,closecontact_meninggal_harian
2020-03-17,32,Jawa Barat,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
2020-03-18,32,Jawa Barat,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
2020-03-19,32,Jawa Barat,0,0,0,0,0,0,0,0,0,8,7,0,1,0,0
2020-03-20,32,Jawa Barat,0,0,0,0,0,0,0,0,0,9,7,0,2,0,0
2020-03-21,32,Jawa Barat,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
2020-03-22,32,Jawa Barat,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
2020-03-23,32,Jawa Barat,0,0,0,0,0,0,0,0,0,7,5,0,2,0,0
2020-03-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-03-25,32,Jawa Barat,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
2020-03-26,32,Jawa Barat,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
2020-03-27,32,Jawa Barat,0,0,0,0,0,0,0,0,0,28,25,0,3,0,0
2020-03-28,32,Jawa Barat,0,0,0,0,0,0,0,0,0,22,15,5,2,0,0
2020-03-29,32,Jawa Barat,0,0,0,0,0,0,0,0,0,28,25,1,2,0,0
2020-03-30,32,Jawa Barat,0,0,0,0,0,0,0,0,0,26,23,3,0,0,0
2020-03-31,32,Jawa Barat,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
2020-04-01,32,Jawa Barat,0,0,0,0,0,0,0,0,0,26,18,3,5,0,0
2020-04-02,32,Jawa Barat,0,0,0,0,0,0,0,0,0,16,11,1,4,0,0
2020-04-03,32,Jawa Barat,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
2020-04-04,32,Jawa Barat,0,0,0,0,0,0,0,0,0,19,17,0,2,0,0
2020-04-05,32,Jawa Barat,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
2020-04-06,32,Jawa Barat,0,0,0,0,0,0,0,0,0,11,9,1,1,0,0
2020-04-07,32,Jawa Barat,0,0,0,0,0,0,0,0,0,77,74,3,0,0,0
2020-04-08,32,Jawa Barat,0,0,0,0,0,0,0,0,0,21,15,1,5,0,0
2020-04-09,32,Jawa Barat,0,0,0,0,0,0,0,0,0,10,2,2,6,0,0
2020-04-10,32,Jawa Barat,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
2020-04-11,32,Jawa Barat,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0
2020-04-12,32,Jawa Barat,0,0,0,0,0,0,0,0,0,30,25,1,4,0,0
2020-04-13,32,Jawa Barat,0,0,0,0,0,0,0,0,0,99,86,4,9,0,0
2020-04-14,32,Jawa Barat,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
2020-04-15,32,Jawa Barat,0,0,0,0,0,0,0,0,0,29,27,1,1,0,0
2020-04-16,32,Jawa Barat,0,0,0,0,0,0,0,0,0,12,4,7,1,0,0
2020-04-17,32,Jawa Barat,0,0,0,0,0,0,0,0,0,60,42,15,3,0,0
2020-04-18,32,Jawa Barat,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
2020-04-19,32,Jawa Barat,0,0,0,0,0,0,0,0,0,54,48,5,1,0,0
2020-04-20,32,Jawa Barat,0,0,0,0,0,0,0,0,0,29,22,4,3,0,0
2020-04-21,32,Jawa Barat,0,0,0,0,0,0,0,0,0,9,0,19,5,0,0
2020-04-22,32,Jawa Barat,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0
2020-04-23,32,Jawa Barat,0,0,0,0,0,0,0,0,0,23,12,8,3,0,0
2020-04-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,74,69,3,2,0,0
2020-04-25,32,Jawa Barat,0,0,0,0,0,0,0,0,0,44,42,2,0,0,0
2020-04-26,32,Jawa Barat,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0
2020-04-27,32,Jawa Barat,0,0,0,0,0,0,0,0,0,39,35,3,1,0,0
2020-04-28,32,Jawa Barat,0,0,0,0,0,0,0,0,0,19,15,3,1,0,0
2020-04-29,32,Jawa Barat,0,0,0,0,0,0,0,0,0,38,34,4,0,0,0
2020-04-30,32,Jawa Barat,0,0,0,0,0,0,0,0,0,4,0,37,4,0,0
2020-05-01,32,Jawa Barat,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-05-02,32,Jawa Barat,0,0,0,0,0,0,0,0,0,31,28,2,1,0,0
2020-05-03,32,Jawa Barat,0,0,0,0,0,0,0,0,0,11,6,4,1,0,0
2020-05-04,32,Jawa Barat,0,0,0,0,0,0,0,0,0,196,188,7,1,0,0
2020-05-05,32,Jawa Barat,0,0,0,0,0,0,0,0,0,48,39,8,1,0,0
2020-05-06,32,Jawa Barat,0,0,0,0,0,0,0,0,0,20,7,10,3,0,0
2020-05-07,32,Jawa Barat,0,0,0,0,0,0,0,0,0,61,56,5,0,0,0
2020-05-08,32,Jawa Barat,0,0,0,0,0,0,0,0,0,23,19,2,2,0,0
2020-05-09,32,Jawa Barat,0,0,0,0,0,0,0,0,0,31,10,18,3,0,0
2020-05-10,32,Jawa Barat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,32,Jawa Barat,0,0,0,0,0,0,0,0,0,55,41,11,3,0,0
2020-05-12,32,Jawa Barat,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0
2020-05-13,32,Jawa Barat,0,0,0,0,0,0,0,0,0,8,0,24,0,0,0
2020-05-14,32,Jawa Barat,0,0,0,0,0,0,0,0,0,9,3,5,1,0,0
2020-05-15,32,Jawa Barat,0,0,0,0,0,0,0,0,0,31,13,17,1,0,0
2020-05-16,32,Jawa Barat,0,0,0,0,0,0,0,0,0,25,24,1,0,0,0
2020-05-17,32,Jawa Barat,0,0,0,0,0,0,0,0,0,31,0,58,10,0,0
2020-05-18,32,Jawa Barat,0,0,0,0,0,0,0,0,0,27,0,77,13,0,0
2020-05-19,32,Jawa Barat,0,0,0,0,0,0,0,0,0,21,6,14,1,0,0
2020-05-20,32,Jawa Barat,0,0,0,0,0,0,0,0,0,176,175,1,0,0,0
2020-05-21,32,Jawa Barat,0,0,0,0,0,0,0,0,0,86,76,10,0,0,0
2020-05-22,32,Jawa Barat,0,0,0,0,0,0,0,0,0,40,29,10,1,0,0
2020-05-23,32,Jawa Barat,0,0,0,0,0,0,0,0,0,43,3,38,2,0,0
2020-05-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,46,37,8,1,0,0
2020-05-25,32,Jawa Barat,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0
2020-05-26,32,Jawa Barat,0,0,0,0,0,0,0,0,0,17,0,26,9,0,0
2020-05-27,32,Jawa Barat,0,0,0,0,0,0,0,0,0,27,0,36,5,0,0
2020-05-28,32,Jawa Barat,0,0,0,0,0,0,0,0,0,25,0,45,0,0,0
2020-05-29,32,Jawa Barat,0,0,0,0,0,0,0,0,0,32,26,6,0,0,0
2020-05-30,32,Jawa Barat,0,0,0,0,0,0,0,0,0,20,0,24,2,0,0
2020-05-31,32,Jawa Barat,0,0,0,0,0,0,0,0,0,30,27,3,0,0,0
2020-06-01,32,Jawa Barat,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0
2020-06-02,32,Jawa Barat,0,0,0,0,0,0,0,0,0,18,0,29,7,0,0
2020-06-03,32,Jawa Barat,0,0,0,0,0,0,0,0,0,30,0,53,3,0,0
2020-06-04,32,Jawa Barat,0,0,0,0,0,0,0,0,0,8,0,18,1,0,0
2020-06-05,32,Jawa Barat,0,0,0,0,0,0,0,0,0,12,0,44,3,0,0
2020-06-06,32,Jawa Barat,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0
2020-06-07,32,Jawa Barat,0,0,0,0,0,0,0,0,0,28,0,99,0,0,0
2020-06-08,32,Jawa Barat,0,0,0,0,0,0,0,0,0,20,0,74,3,0,0
2020-06-09,32,Jawa Barat,0,0,0,0,0,0,0,0,0,33,22,11,0,0,0
2020-06-10,32,Jawa Barat,0,0,0,0,0,0,0,0,0,51,18,33,0,0,0
2020-06-11,32,Jawa Barat,0,0,0,0,0,0,0,0,0,46,25,21,0,0,0
2020-06-12,32,Jawa Barat,0,0,0,0,0,0,0,0,0,18,0,41,0,0,0
2020-06-13,32,Jawa Barat,0,0,0,0,0,0,0,0,0,15,0,35,0,0,0
2020-06-14,32,Jawa Barat,0,0,0,0,0,0,0,0,0,17,0,43,0,0,0
2020-06-15,32,Jawa Barat,0,0,0,0,0,0,0,0,0,19,11,7,1,0,0
2020-06-16,32,Jawa Barat,0,0,0,0,0,0,0,0,0,39,30,9,0,0,0
2020-06-17,32,Jawa Barat,0,0,0,0,0,0,0,0,0,44,11,26,7,0,0
2020-06-18,32,Jawa Barat,0,0,0,0,0,0,0,0,0,53,0,54,2,0,0
2020-06-19,32,Jawa Barat,0,0,0,0,0,0,0,0,0,49,19,30,0,0,0
2020-06-20,32,Jawa Barat,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0
2020-06-21,32,Jawa Barat,0,0,0,0,0,0,0,0,0,20,18,2,0,0,0
2020-06-22,32,Jawa Barat,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0
2020-06-23,32,Jawa Barat,0,0,0,0,0,0,0,0,0,34,4,30,0,0,0
2020-06-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,41,32,9,0,0,0
2020-06-25,32,Jawa Barat,0,0,0,0,0,0,0,0,0,36,0,62,2,0,0
2020-06-26,32,Jawa Barat,0,0,0,0,0,0,0,0,0,37,0,110,2,0,0
2020-06-27,32,Jawa Barat,0,0,0,0,0,0,0,0,0,47,32,15,0,0,0
2020-06-28,32,Jawa Barat,0,0,0,0,0,0,0,0,0,30,23,7,0,0,0
2020-06-29,32,Jawa Barat,0,0,0,0,0,0,0,0,0,48,46,2,0,0,0
2020-06-30,32,Jawa Barat,0,0,0,0,0,0,0,0,0,85,0,85,1,0,0
2020-07-01,32,Jawa Barat,0,0,0,0,0,0,0,0,0,58,42,15,1,0,0
2020-07-02,32,Jawa Barat,0,0,0,0,0,0,0,0,0,66,23,43,0,0,0
2020-07-03,32,Jawa Barat,0,0,0,0,0,0,0,0,0,29,24,5,0,0,0
2020-07-04,32,Jawa Barat,0,0,0,0,0,0,0,0,0,93,76,17,0,0,0
2020-07-05,32,Jawa Barat,0,0,0,0,0,0,0,0,0,106,91,15,0,0,0
2020-07-06,32,Jawa Barat,0,0,0,0,0,0,0,0,0,126,109,16,1,0,0
2020-07-07,32,Jawa Barat,0,0,0,0,0,0,0,0,0,82,35,45,2,0,0
2020-07-08,32,Jawa Barat,0,0,0,0,0,0,0,0,0,99,76,21,2,0,0
2020-07-09,32,Jawa Barat,0,0,0,0,0,0,0,0,0,965,934,27,4,0,0
2020-07-10,32,Jawa Barat,0,0,0,0,0,0,0,0,0,108,80,28,0,0,0
2020-07-11,32,Jawa Barat,0,0,0,0,0,0,0,0,0,73,45,28,0,0,0
2020-07-12,32,Jawa Barat,0,0,0,0,0,0,0,0,0,50,40,10,0,0,0
2020-07-13,32,Jawa Barat,0,0,0,0,0,0,0,0,0,84,65,19,0,0,0
2020-07-14,32,Jawa Barat,0,0,0,0,0,0,0,0,0,74,46,28,0,0,0
2020-07-15,32,Jawa Barat,0,0,0,0,0,0,0,0,0,75,0,141,1,0,0
2020-07-16,32,Jawa Barat,0,0,0,0,0,0,0,0,0,39,1,38,0,0,0
2020-07-17,32,Jawa Barat,0,0,0,0,0,0,0,0,0,52,10,41,1,0,0
2020-07-18,32,Jawa Barat,0,0,0,0,0,0,0,0,0,60,27,31,2,0,0
2020-07-19,32,Jawa Barat,0,0,0,0,0,0,0,0,0,27,23,4,0,0,0
2020-07-20,32,Jawa Barat,0,0,0,0,0,0,0,0,0,110,0,139,5,0,0
2020-07-21,32,Jawa Barat,0,0,0,0,0,0,0,0,0,111,25,80,6,0,0
2020-07-22,32,Jawa Barat,0,0,0,0,0,0,0,0,0,55,9,42,4,0,0
2020-07-23,32,Jawa Barat,0,0,0,0,0,0,0,0,0,60,46,13,1,0,0
2020-07-24,32,Jawa Barat,0,0,0,0,0,0,0,0,0,91,72,19,0,0,0
2020-07-25,32,Jawa Barat,0,0,0,0,0,0,0,0,0,73,39,34,0,0,0
2020-07-26,32,Jawa Barat,0,0,0,0,0,0,0,0,0,51,28,23,0,0,0
2020-07-27,32,Jawa Barat,0,0,0,0,0,0,0,0,0,51,0,412,0,0,0
2020-07-28,32,Jawa Barat,0,0,0,0,0,0,0,0,0,128,0,627,0,0,0
2020-07-29,32,Jawa Barat,0,0,0,0,0,0,0,0,0,96,46,48,2,0,0
2020-07-30,32,Jawa Barat,0,0,0,0,0,0,0,0,0,147,0,334,2,0,0
2020-07-31,32,Jawa Barat,0,0,0,0,0,0,0,0,0,71,54,17,0,0,0
2020-08-01,32,Jawa Barat,0,0,0,0,0,0,0,0,0,52,33,19,0,0,0
2020-08-02,32,Jawa Barat,0,0,0,0,0,0,0,0,0,53,46,7,0,0,0
2020-08-03,32,Jawa Barat,0,0,0,0,0,0,0,0,0,56,8,48,0,0,0
2020-08-04,32,Jawa Barat,0,0,0,0,0,0,0,0,0,94,0,170,6,0,0
2020-08-05,32,Jawa Barat,55659,21270,34389,25597,1815,23782,49,1,405,125,115,10,0,2023,0
2020-08-06,32,Jawa Barat,4558,0,24081,297,153,144,14,34,14,83,50,32,1,16,0
2020-08-07,32,Jawa Barat,41,14,27,45,37,8,0,1,0,152,85,63,4,4,0
2020-08-08,32,Jawa Barat,117,48,69,285,202,83,150,0,23,240,200,37,3,4,0
2020-08-09,32,Jawa Barat,4054,239,3815,142,106,36,2,1,49,179,110,65,4,0,0
2020-08-10,32,Jawa Barat,5369,77,5292,801,387,414,2,0,0,33,6,27,0,25,0
2020-08-11,32,Jawa Barat,77,16,61,588,232,356,3,23,10,95,52,39,4,28,0
2020-08-12,32,Jawa Barat,103,62,41,1316,1008,308,20,0,6,109,37,71,1,28,0
2020-08-13,32,Jawa Barat,165,2,163,343,266,77,1,1,0,111,81,29,1,23,0
2020-08-14,32,Jawa Barat,110,96,14,631,75,556,0,4,3,361,351,8,2,18,0
2020-08-15,32,Jawa Barat,226,0,399,1570,1517,53,3,1,1,237,201,36,0,7,0
2020-08-16,32,Jawa Barat,85,2,83,440,0,497,0,0,0,83,40,41,2,1,0
2020-08-17,32,Jawa Barat,82,5,77,826,713,113,0,5,0,45,0,45,1,0,0
2020-08-18,32,Jawa Barat,63,0,75,248,156,92,1,3,1,45,29,16,0,0,0
2020-08-19,32,Jawa Barat,29,0,46,535,240,295,1,0,1,104,52,48,4,30,0
2020-08-20,32,Jawa Barat,87,0,95,324,8,316,3,2,16,199,126,71,2,18,0
2020-08-21,32,Jawa Barat,152,42,110,312,71,241,4,11,4,93,0,122,8,10,0
2020-08-22,32,Jawa Barat,65,0,154,44,0,163,0,0,0,134,0,181,6,9,0
2020-08-23,32,Jawa Barat,107,63,44,251,32,219,0,0,5,68,0,517,1,25,0
2020-08-24,32,Jawa Barat,190,25,165,737,214,523,2,9,0,137,0,208,2,0,0
2020-08-25,32,Jawa Barat,48,0,60,333,0,707,4,0,1,250,244,5,1,32,0
2020-08-26,32,Jawa Barat,73,53,20,345,270,75,0,8,1,178,148,30,0,19,0
2020-08-27,32,Jawa Barat,144,22,122,875,7,868,35,0,4,154,68,86,0,7,0
2020-08-28,32,Jawa Barat,116,41,75,255,112,143,0,0,2,526,457,67,2,20,0
2020-08-29,32,Jawa Barat,103,48,55,866,559,307,1,7,1,287,279,8,0,1,0
2020-08-30,32,Jawa Barat,73,19,54,144,113,31,0,3,0,103,82,21,0,8,0
2020-08-31,32,Jawa Barat,30,5,25,420,339,81,1,0,1,145,80,57,8,14,0
2020-09-01,32,Jawa Barat,148,4,144,434,121,313,0,0,3,215,161,52,2,0,0
2020-09-02,32,Jawa Barat,111,0,112,251,0,262,8,0,8,203,65,137,1,53,0
2020-09-03,32,Jawa Barat,158,0,386,1239,0,3193,0,2,5,238,204,30,4,20,0
2020-09-04,32,Jawa Barat,113,0,131,495,0,642,0,0,2,385,298,86,1,23,0
2020-09-05,32,Jawa Barat,700,106,594,169,63,106,0,0,1,228,183,45,0,15,0
2020-09-06,32,Jawa Barat,136,0,323,217,31,186,10,0,0,173,119,54,0,15,0
2020-09-07,32,Jawa Barat,237,26,211,433,166,267,1,2,3,204,116,88,0,23,0
2020-09-08,32,Jawa Barat,143,54,89,433,212,221,26,9,5,336,258,76,2,0,0
2020-09-09,32,Jawa Barat,146,0,164,1346,1120,226,3,4,3,288,237,48,3,22,0
2020-09-10,32,Jawa Barat,95,0,107,365,0,389,5,0,7,335,226,109,0,6,0
2020-09-11,32,Jawa Barat,99,47,52,276,0,382,6,5,3,272,0,286,7,0,0
2020-09-12,32,Jawa Barat,92,0,326,242,0,446,4,0,2,291,0,332,1,10,0
2020-09-13,32,Jawa Barat,207,90,117,354,124,230,18,26,3,157,0,192,5,2,0
2020-09-14,32,Jawa Barat,96,0,140,236,90,146,3,1,1,203,39,164,0,7,0
2020-09-15,32,Jawa Barat,296,47,249,651,284,367,16,0,3,347,85,256,6,7,0
2020-09-16,32,Jawa Barat,181,7,174,567,0,1364,0,0,4,293,79,213,1,13,0
2020-09-17,32,Jawa Barat,89,48,41,652,281,371,1,0,3,353,19,331,3,13,0
2020-09-18,32,Jawa Barat,81,8,73,441,242,199,0,2,0,341,51,288,2,9,0
2020-09-19,32,Jawa Barat,258,105,153,935,663,272,0,1,5,470,0,554,0,7,0
2020-09-20,32,Jawa Barat,422,183,239,938,432,506,21,3,5,427,2,419,6,1,0
2020-09-21,32,Jawa Barat,98,0,114,287,0,395,3,0,2,680,421,257,2,17,0
2020-09-22,32,Jawa Barat,231,89,142,578,0,608,10,13,4,575,0,588,11,12,0
2020-09-23,32,Jawa Barat,227,13,214,594,35,559,2,6,4,516,333,170,13,0,0
2020-09-24,32,Jawa Barat,66,27,39,317,0,480,0,0,1,804,543,249,12,33,0
2020-09-25,32,Jawa Barat,145,28,117,421,0,603,6,10,2,734,0,848,13,11,0
2020-09-26,32,Jawa Barat,162,0,177,1009,593,416,0,10,1,386,0,622,18,4,0
2020-09-27,32,Jawa Barat,88,0,176,488,0,717,13,0,2,437,206,230,1,7,0
2020-09-28,32,Jawa Barat,104,0,193,452,0,816,14,4,1,489,179,307,3,8,0
2020-09-29,32,Jawa Barat,154,14,140,1356,555,801,11,0,5,316,203,98,15,39,0
2020-09-30,32,Jawa Barat,205,111,94,859,273,586,5,1,4,446,61,370,15,7,0
2020-10-01,32,Jawa Barat,151,44,107,797,0,921,13,0,2,559,416,128,15,19,0
2020-10-02,32,Jawa Barat,695,142,553,2501,1842,659,0,1,3,544,344,185,15,15,0
2020-10-03,32,Jawa Barat,151,34,117,420,10,410,0,8,1,343,233,95,15,5,0
2020-10-04,32,Jawa Barat,120,27,93,239,0,478,11,0,10,248,154,79,15,14,0
2020-10-05,32,Jawa Barat,107,0,272,263,14,249,34,0,1,503,0,790,15,8,0
2020-10-06,32,Jawa Barat,177,35,142,1088,442,646,5,2,5,508,291,201,16,9,0
2020-10-07,32,Jawa Barat,295,71,224,541,245,296,3,7,5,752,226,513,13,10,0
2020-10-08,32,Jawa Barat,96,14,82,654,189,465,0,6,0,597,269,325,3,10,0
2020-10-09,32,Jawa Barat,223,21,202,827,0,1154,10,4,4,504,0,563,2,13,0
2020-10-10,32,Jawa Barat,238,0,393,676,0,1188,4,5,5,268,0,378,1,3,0
2020-10-11,32,Jawa Barat,73,0,172,696,0,718,18,0,8,205,0,555,0,6,0
2020-10-12,32,Jawa Barat,26,0,33,384,0,924,0,1,1,286,39,238,9,5,0
2020-10-13,32,Jawa Barat,194,46,148,1012,14,998,4,14,6,565,0,569,0,13,0
2020-10-14,32,Jawa Barat,167,52,115,754,0,794,0,1,2,442,0,524,13,2,0
2020-10-15,32,Jawa Barat,253,98,155,713,156,557,20,0,8,590,279,304,7,8,0
2020-10-16,32,Jawa Barat,203,84,119,1058,233,825,3,3,3,424,37,387,0,4,0
2020-10-17,32,Jawa Barat,221,59,162,358,0,522,0,1,2,500,60,440,0,6,0
2020-10-18,32,Jawa Barat,180,0,267,488,51,437,39,0,1,211,0,345,0,2,0
2020-10-19,32,Jawa Barat,239,67,172,1141,372,769,5,2,3,524,164,339,21,8,0
2020-10-20,32,Jawa Barat,214,34,180,1577,384,1193,5,2,3,472,239,213,20,6,0
2020-10-21,32,Jawa Barat,168,57,111,879,0,1307,4,2,8,657,91,550,16,6,0
2020-10-22,32,Jawa Barat,157,76,81,494,0,823,10,2,1,736,381,332,23,3,0
2020-10-23,32,Jawa Barat,241,56,185,1259,519,740,0,1,2,504,175,319,10,6,0
2020-10-24,32,Jawa Barat,288,0,352,866,0,918,11,0,0,421,0,654,19,4,0
2020-10-25,32,Jawa Barat,199,0,368,1728,372,1356,18,0,9,356,0,467,11,0,0
2020-10-26,32,Jawa Barat,72,52,20,225,0,291,0,2,2,431,0,442,15,5,0
2020-10-27,32,Jawa Barat,305,63,242,1496,0,1574,1,1,3,390,0,555,14,14,0
2020-10-28,32,Jawa Barat,359,3,356,1214,0,1332,29,0,3,403,30,367,6,17,0
2020-10-29,32,Jawa Barat,110,15,95,526,0,597,0,0,3,459,0,492,0,2,0
2020-10-30,32,Jawa Barat,264,69,195,1179,0,1323,5,7,4,320,0,356,4,1,0
2020-10-31,32,Jawa Barat,154,0,195,1056,0,1109,0,1,2,411,121,289,1,5,0
2020-11-01,32,Jawa Barat,248,0,422,759,0,905,5,0,2,245,0,638,2,0,0
2020-11-02,32,Jawa Barat,381,137,244,1400,0,1704,16,0,5,341,0,389,11,15,0
2020-11-03,32,Jawa Barat,232,38,194,990,160,830,2,4,5,484,92,387,5,17,0
2020-11-04,32,Jawa Barat,232,0,253,834,0,1339,1,1,7,516,211,290,15,7,0
2020-11-05,32,Jawa Barat,227,39,188,1754,0,2091,4,1,3,627,238,380,9,8,0
2020-11-06,32,Jawa Barat,123,19,104,720,88,632,0,0,0,587,136,451,0,5,0
2020-11-07,32,Jawa Barat,287,91,196,1527,212,1315,6,6,1,476,14,462,0,8,0
2020-11-08,32,Jawa Barat,34,0,48,112,4,108,0,0,0,479,0,625,1,0,0
2020-11-09,32,Jawa Barat,449,0,806,1741,0,2076,1,2,9,330,0,920,2,12,0
2020-11-10,32,Jawa Barat,254,0,367,1309,259,1050,16,0,5,748,0,905,5,7,0
2020-11-11,32,Jawa Barat,48,26,22,17,0,33,0,1,1,668,229,434,5,0,0
2020-11-12,32,Jawa Barat,23,0,31,125,47,78,0,0,0,733,188,524,21,0,0
2020-11-13,32,Jawa Barat,1156,241,915,3796,1248,2548,12,3,2,801,414,380,7,0,0
2020-11-14,32,Jawa Barat,325,112,213,854,452,402,13,5,3,809,335,472,2,33,0
2020-11-15,32,Jawa Barat,153,0,160,522,40,482,2,3,1,309,0,1023,0,0,0
2020-11-16,32,Jawa Barat,182,0,182,1049,525,524,4,0,12,558,0,724,23,12,0
2020-11-17,32,Jawa Barat,637,42,595,3025,233,2792,12,0,2,648,0,797,23,0,0
2020-11-18,32,Jawa Barat,743,76,667,1182,539,643,2,0,8,365,0,777,4,18,0
2020-11-19,32,Jawa Barat,187,14,173,1468,666,802,3,4,7,394,0,440,9,0,0
2020-11-20,32,Jawa Barat,187,0,201,1792,78,1768,29,3,4,872,0,1026,2,0,0
2020-11-21,32,Jawa Barat,381,200,181,1810,736,1020,4,1,4,364,0,630,0,0,0
2020-11-22,32,Jawa Barat,232,121,111,399,0,448,73,3,3,372,0,693,1,0,0
2020-11-23,32,Jawa Barat,155,0,169,603,0,832,1,1,3,602,0,1013,2,0,0
2020-11-24,32,Jawa Barat,753,337,416,2879,1369,1510,9,1,2,299,0,428,4,0,0
2020-11-25,32,Jawa Barat,349,153,196,2386,470,1916,32,0,2,741,0,768,6,0,0
2020-11-26,32,Jawa Barat,493,189,304,1364,0,1445,29,0,4,776,60,712,4,0,0
2020-11-27,32,Jawa Barat,529,218,311,1737,346,1391,12,9,2,699,0,782,5,0,0
2020-11-28,32,Jawa Barat,387,92,295,1159,308,851,2,4,10,367,0,858,5,0,0
2020-11-29,32,Jawa Barat,476,164,314,2718,348,2370,18,0,0,228,0,774,6,0,0
2020-11-30,32,Jawa Barat,229,0,333,1035,0,1067,0,6,10,741,29,701,11,0,0
2020-12-01,32,Jawa Barat,515,170,345,1623,0,1809,2,2,8,878,149,716,13,0,0
2020-12-02,32,Jawa Barat,370,75,295,2818,717,2101,4,2,5,764,374,386,4,0,0
2020-12-03,32,Jawa Barat,354,0,381,1072,52,1020,3,2,3,1648,1374,253,21,0,0
2020-12-04,32,Jawa Barat,378,0,517,1402,0,1982,5,0,3,992,609,379,4,0,0
2020-12-05,32,Jawa Barat,303,1,302,1261,565,696,14,0,1,1086,397,685,4,0,0
2020-12-06,32,Jawa Barat,496,57,439,1545,0,1733,13,1,5,1388,256,1125,7,0,0
2020-12-07,32,Jawa Barat,368,26,342,1274,0,1460,1,2,7,1171,97,1065,9,0,0
2020-12-08,32,Jawa Barat,468,171,297,1270,650,620,3,1,4,731,0,742,6,0,0
2020-12-09,32,Jawa Barat,500,0,782,1660,277,1383,5,3,1,908,346,546,16,0,0
2020-12-10,32,Jawa Barat,282,0,308,1052,440,612,29,0,7,960,145,783,32,0,0
2020-12-11,32,Jawa Barat,409,149,260,1582,0,1724,2,2,7,1029,96,912,21,0,0
2020-12-12,32,Jawa Barat,449,0,486,4253,867,3386,5,0,1,1283,274,1003,6,0,0
2020-12-13,32,Jawa Barat,400,35,365,1245,224,1021,3,0,0,855,216,634,5,0,0
2020-12-14,32,Jawa Barat,1194,617,577,2567,246,2321,0,1,5,600,0,853,15,0,0
2020-12-15,32,Jawa Barat,544,140,404,7965,198,7767,0,0,18,1256,108,1140,8,0,0
2020-12-16,32,Jawa Barat,466,96,370,2393,0,2468,2,2,10,1434,413,1020,1,0,0
2020-12-17,32,Jawa Barat,294,54,240,1883,627,1256,4,9,1,1277,368,898,11,0,0
2020-12-18,32,Jawa Barat,304,79,225,993,128,865,1,1,2,987,55,931,1,0,0
2020-12-19,32,Jawa Barat,397,201,196,1115,354,761,0,2,2,1132,495,636,1,0,0
2020-12-20,32,Jawa Barat,341,61,280,1673,0,2052,16,0,3,1052,0,1186,1,0,0
2020-12-21,32,Jawa Barat,315,85,230,1069,7,1062,2,3,1,716,82,630,4,0,0
2020-12-22,32,Jawa Barat,280,0,460,1076,0,1427,11,0,4,925,151,771,3,0,0
2020-12-23,32,Jawa Barat,611,258,353,1605,0,2609,4,0,0,903,0,955,2,0,0
2020-12-24,32,Jawa Barat,372,205,167,1231,0,2078,4,0,2,702,200,492,10,0,0
2020-12-25,32,Jawa Barat,862,43,819,455,0,630,15,0,0,903,178,725,0,0,0
2020-12-26,32,Jawa Barat,515,93,422,1824,0,3057,0,2,1,601,0,678,0,0,0
2020-12-27,32,Jawa Barat,233,72,161,680,0,1272,4,0,8,892,0,1172,43,0,0
2020-12-28,32,Jawa Barat,229,82,147,1993,220,1773,4,0,5,403,0,832,0,0,0
2020-12-29,32,Jawa Barat,795,163,632,1930,262,1668,17,2,46,1329,169,1158,2,0,0
2020-12-30,32,Jawa Barat,297,0,333,2010,0,2483,8,0,4,1233,23,1208,2,0,0
2020-12-31,32,Jawa Barat,234,168,66,772,80,692,10,1,1,1024,0,1227,11,0,0
